Tree Type, number of samples, sample size, insert rate, query rate
EC2Trie,1000,4,14.100792464536505,41.41644232760406
EC2Trie,1000,8,2.0517323802352516,37.81862188941835
EC2Trie,1000,16,0.4191975720076629,43.628113956633655
